0.1045	-0.1528	-25.174	30.0239	-0.7744	-0.4634
0.0348	-0.0512	13.3845	-4.9425	0.1722	-0.2507
0.0348	-0.0512	2.3502	-16.5736	0.3142	-0.3781
0.0348	-0.0512	9.9792	-14.5553	0.056	-0.3202
0.0348	-0.0512	-0.9479	-5.3102	-0.1634	-0.2392
0.0696	-0.102	-2.089	-10.099	-0.2796	-0.3088
0.0696	-0.102	23.364	-19.4977	-0.3183	-0.3319
0.0696	-0.102	-29.6758	24.0021	-0.0989	-0.413
0.0696	-0.102	18.5807	-12.5213	-0.172	-0.386
0.0696	-0.102	6.4797	-22.5965	-0.3527	-0.2817
0.0696	-0.102	5.1959	-7.5788	-0.4689	-0.3513
0.0696	-0.102	23.364	-19.4977	-0.5464	-0.3977
0.1045	-0.1528	-0.0003	-0.0001	-0.8733	-0.2394
0.1045	-0.1528	11.7055	-9.9825	-0.7314	-0.3668
0.1045	-0.1528	-7.7208	-8.0194	-0.8088	-0.4132
0.1045	-0.1528	16.4029	6.9872	-0.8088	-0.4132
0.1045	-0.1528	30.6781	-22.1985	-0.8045	-0.3398
0.1045	-0.1528	0.8312	5.8776	-0.5076	-0.3745
0.0696	-0.102	18.5807	-12.5213	-0.1333	-0.3628
0.0348	-0.0512	14.4184	-21.0299	0.056	-0.3202
0.0348	-0.0512	35.7868	-37.6165	0.056	-0.3202
0.0696	-0.102	57.8351	-53.4421	-0.2021	-0.2624
0.0696	-0.102	-0.0003	-0.0001	-0.3871	-0.2316
0.0696	-0.102	-6.8723	-3.1226	-0.2408	-0.2856
0.0696	-0.102	50.9888	-34.5338	-0.3097	-0.1852
0.0696	-0.102	0.8478	-20.5169	-0.2021	-0.2624
0.0696	-0.102	9.9792	-14.5553	-0.2365	-0.2122
0.0696	-0.102	26.5475	-45.4124	-0.4215	-0.1814
0.0696	-0.102	3.8354	-12.2867	-0.4302	-0.3281
0.1045	-0.1528	64.7616	-34.7841	-0.5033	-0.3011
0.0696	-0.102	20.6985	-7.6433	-0.5377	-0.2509
0.1045	-0.1528	-5.6783	8.2813	-0.6109	-0.2239
0.1045	-0.1528	3.8354	-12.2867	-0.8002	-0.2664
0.1045	-0.1528	-7.7208	-8.0194	-0.727	-0.2935
0.0696	-0.102	26.0153	-37.9441	-0.4215	-0.1814
0.0348	-0.0512	50.9888	-34.5338	-0.0816	-0.1195
0.0348	-0.0512	24.5946	3.9623	0.1034	-0.1503
0.0348	-0.0512	-0.0003	-0.0001	-0.0773	-0.0461
0.0348	-0.0512	-7.7208	-8.0194	-0.0429	-0.0963
0.0348	-0.0512	9.9792	-14.5553	-0.1548	-0.0925
0.0348	-0.0512	13.3845	-4.9425	-0.1591	-0.1658
0.0348	-0.0512	16.4888	-16.959	-0.0816	-0.1195
0.0348	-0.0512	0.8312	5.8776	-0.1504	-0.0191
0.0348	-0.0512	27.8032	-25.9723	-0.0128	-0.2198
0.0348	-0.0512	-12.0685	4.4562	-0.4516	-0.0578
0.0348	-0.0512	3.8354	-12.2867	-0.4172	-0.108
0.0696	-0.102	6.5092	-2.4038	-0.4559	-0.1312
0.0696	-0.102	41.7663	-21.0827	-0.5678	-0.1273
0.0696	-0.102	25.0574	-29.4564	-0.5334	-0.1775
0.0696	-0.102	-11.8221	10.55	-0.7571	-0.1699
0.0696	-0.102	6.4797	-22.5965	-0.641	-0.1003
0.0348	-0.0512	-5.6783	8.2813	-0.1203	-0.1426
0	-0.0004	5.1959	-7.5788	0.1809	-0.1039
0	-0.0004	-17.7465	12.7376	0.2196	-0.0808
0	-0.0004	-0.0003	-0.0001	0.0002	0.0003
0.0348	-0.0512	26.0153	-37.9441	-0.1504	-0.0191
0.0348	-0.0512	25.8948	-15.222	-0.0773	-0.0461
0.0348	-0.0512	-17.7465	12.7376	0.0002	0.0003
0.0348	-0.0512	-6.1441	2.2686	0.0389	0.0235
0.0348	-0.0512	-31.0984	32.2115	-0.1461	0.0543
0.0348	-0.0512	-32.9104	6.4922	-0.1117	0.0041
0.0348	-0.0512	3.8354	-12.2867	-0.258	0.0581
0.0348	-0.0512	3.8354	-12.2867	-0.3742	-0.0114
0.0348	-0.0512	-29.6758	24.0021	-0.3354	0.0117
0.0348	-0.0512	-12.0685	4.4562	-0.5161	0.116
0.0696	-0.102	33.5745	-18.0579	-0.5549	0.0928
0.0696	-0.102	6.5092	-2.4038	-0.3742	-0.0114
0.0348	-0.0512	11.7055	-9.9825	0.0432	0.0968
0	-0.0004	23.364	-19.4977	0.2713	0.1626
0	-0.0004	2.3502	-16.5736	0.5251	0.0313
0	-0.0004	-5.4662	15.0625	0.1981	0.1896
0	-0.0004	55.3265	-31.3001	0.1207	0.1432
0.0348	-0.0512	-6.1441	2.2686	0.1551	0.093
0.0348	-0.0512	9.9792	-14.5553	0.1163	0.0698
0.0348	-0.0512	1.6686	20.112	0.125	0.2166
0.0348	-0.0512	22.7003	-2.1977	0.1207	0.1432
0.0348	-0.0512	62.5857	-51.448	-0.0643	0.174
0.0348	-0.0512	3.8354	-12.2867	-0.1762	0.1779
0.0348	-0.0512	5.1959	-7.5788	-0.2881	0.1817
0.0348	-0.0512	0.8478	-20.5169	-0.4344	0.2357
0.0696	-0.102	20.9279	-23.4336	-0.3655	0.1353
0.0696	-0.102	25.0574	-29.4564	-0.5205	0.0426
0.0696	-0.102	5.1959	-7.5788	-0.4817	0.0658
0.0696	-0.102	5.1959	-7.5788	-0.4817	0.0658
0.0348	-0.0512	18.5807	-12.5213	-0.1375	0.201
0	-0.0004	1.409	12.5238	0.1637	0.2398
0	-0.0004	20.9279	-23.4336	0.0949	0.3401
0	-0.0004	14.4184	-21.0299	0.168	0.3131
0	-0.0004	-23.3784	14.8172	0.0174	0.2938
0.0348	-0.0512	35.1172	-28.6731	0.1637	0.2398
0	-0.0004	-5.6783	8.2813	0.125	0.2166
0.0348	-0.0512	28.9116	-35.0778	0.0949	0.3401
0.0348	-0.0512	-0.9479	-5.3102	0.0949	0.3401
0.0348	-0.0512	27.8032	-25.9723	0.0131	0.2204
0.0348	-0.0512	-0.9479	-5.3102	-0.0256	0.1972
0.0348	-0.0512	-18.3262	-4.1033	-0.2838	0.2551
0.0348	-0.0512	13.3845	-4.9425	-0.2881	0.1817
0.0348	-0.0512	3.8354	-12.2867	-0.4731	0.2125
0.0348	-0.0512	3.8354	-12.2867	-0.4731	0.2125
0.0696	-0.102	14.9912	-41.1452	-0.4344	0.2357
0.0696	-0.102	18.5807	-12.5213	-0.5462	0.2395
0.0696	-0.102	30.6781	-22.1985	-0.4774	0.1391
0.0348	-0.0512	16.4888	-16.959	-0.1676	0.3246
0	-0.0004	-36.7303	34.2911	0.2068	0.3363
0	-0.0004	15.0205	0.6381	0.2068	0.3363
0.0348	-0.0512	13.3845	-4.9425	0.1637	0.2398
0.0348	-0.0512	0.8312	5.8776	0.0174	0.2938
0.0348	-0.0512	15.0205	0.6381	-0.0213	0.2706
0.0348	-0.0512	1.409	12.5238	-0.0944	0.2976
0.0348	-0.0512	-13.887	-10.5779	-0.017	0.344
0.0348	-0.0512	-12.5041	-1.043	-0.0557	0.3208
0.0348	-0.0512	8.7231	9.823	-0.2063	0.3014
0.0348	-0.0512	-19.0302	27.7552	-0.2106	0.228
0.0696	-0.102	14.4184	-21.0299	-0.3913	0.3322
0.0696	-0.102	-18.1196	19.7348	-0.4301	0.3091
0.0696	-0.102	16.4029	6.9872	-0.5032	0.3361
0.0696	-0.102	9.9792	-14.5553	-0.4344	0.2357
0.0696	-0.102	-0.9479	-5.3102	-0.5462	0.2395
0.0696	-0.102	3.8354	-12.2867	-0.5806	0.2897
0.0696	-0.102	-5.4662	15.0625	-0.3225	0.2319
0.0348	-0.0512	-0.9479	-5.3102	0.0174	0.2938
0.0348	-0.0512	9.3484	17.2762	0.1035	0.4869
0.0348	-0.0512	45.3469	-16.7449	0.2154	0.4831
0.0348	-0.0512	16.2582	-30.4054	-0.0127	0.4173
0.0696	-0.102	3.8354	-12.2867	-0.1245	0.4212
0.0696	-0.102	31.9326	-31.9952	-0.0557	0.3208
0.0696	-0.102	27.8032	-25.9723	-0.1289	0.3478
0.0696	-0.102	-17.7465	12.7376	-0.3052	0.5254
0.0696	-0.102	11.7055	-9.9825	-0.2751	0.4018
0.0696	-0.102	-8.694	-12.4954	-0.4214	0.4558
0.0696	-0.102	-12.5207	25.3516	-0.4989	0.4094
0.1045	-0.1528	-11.8221	10.55	-0.5763	0.3631
0.1045	-0.1528	29.4565	-42.9631	-0.5806	0.2897
0.1045	-0.1528	20.9279	-23.4336	-0.7226	0.4171
